topic,timestamp,message
/sensing/gnss/ublox/fix_velocity,1.61432E+18,"geometry_msgs.msg.TwistWithCovarianceStamped(header=std_msgs.msg.Header(stamp=builtin_interfaces.msg.Time(sec=1585897256, nanosec=35861), frame_id='gnss_link'), twist=geometry_msgs.msg.TwistWithCovariance(twist=geometry_msgs.msg.Twist(linear=geometry_msgs.msg.Vector3(x=0.012, y=0.01, z=0.03), angular=geometry_msgs.msg.Vector3(x=0.0, y=0.0, z=0.0)), covariance=array([ 0.062001,  0.      ,  0.      ,  0.      ,  0.      ,  0.      ,
        0.      ,  0.062001,  0.      ,  0.      ,  0.      ,  0.      ,
        0.      ,  0.      ,  0.062001,  0.      ,  0.      ,  0.      ,
        0.      ,  0.      ,  0.      , -1.      ,  0.      ,  0.      ,
        0.      ,  0.      ,  0.      ,  0.      ,  0.      ,  0.      ,
        0.      ,  0.      ,  0.      ,  0.      ,  0.      ,  0.      ])))"
/sensing/gnss/ublox/fix_velocity,1.61432E+18,"geometry_msgs.msg.TwistWithCovarianceStamped(header=std_msgs.msg.Header(stamp=builtin_interfaces.msg.Time(sec=1585897257, nanosec=35251), frame_id='gnss_link'), twist=geometry_msgs.msg.TwistWithCovariance(twist=geometry_msgs.msg.Twist(linear=geometry_msgs.msg.Vector3(x=-0.007, y=-0.007, z=0.002), angular=geometry_msgs.msg.Vector3(x=0.0, y=0.0, z=0.0)), covariance=array([ 0.028224,  0.      ,  0.      ,  0.      ,  0.      ,  0.      ,
        0.      ,  0.028224,  0.      ,  0.      ,  0.      ,  0.      ,
        0.      ,  0.      ,  0.028224,  0.      ,  0.      ,  0.      ,
        0.      ,  0.      ,  0.      , -1.      ,  0.      ,  0.      ,
        0.      ,  0.      ,  0.      ,  0.      ,  0.      ,  0.      ,
        0.      ,  0.      ,  0.      ,  0.      ,  0.      ,  0.      ])))"
/sensing/gnss/ublox/fix_velocity,1.61432E+18,"geometry_msgs.msg.TwistWithCovarianceStamped(header=std_msgs.msg.Header(stamp=builtin_interfaces.msg.Time(sec=1585897258, nanosec=34641), frame_id='gnss_link'), twist=geometry_msgs.msg.TwistWithCovariance(twist=geometry_msgs.msg.Twist(linear=geometry_msgs.msg.Vector3(x=0.008, y=0.011, z=0.005), angular=geometry_msgs.msg.Vector3(x=0.0, y=0.0, z=0.0)), covariance=array([ 0.038809,  0.      ,  0.      ,  0.      ,  0.      ,  0.      ,
        0.      ,  0.038809,  0.      ,  0.      ,  0.      ,  0.      ,
        0.      ,  0.      ,  0.038809,  0.      ,  0.      ,  0.      ,
        0.      ,  0.      ,  0.      , -1.      ,  0.      ,  0.      ,
        0.      ,  0.      ,  0.      ,  0.      ,  0.      ,  0.      ,
        0.      ,  0.      ,  0.      ,  0.      ,  0.      ,  0.      ])))"
/sensing/gnss/ublox/fix_velocity,1.61432E+18,"geometry_msgs.msg.TwistWithCovarianceStamped(header=std_msgs.msg.Header(stamp=builtin_interfaces.msg.Time(sec=1585897259, nanosec=34031), frame_id='gnss_link'), twist=geometry_msgs.msg.TwistWithCovariance(twist=geometry_msgs.msg.Twist(linear=geometry_msgs.msg.Vector3(x=0.006, y=0.017, z=0.011), angular=geometry_msgs.msg.Vector3(x=0.0, y=0.0, z=0.0)), covariance=array([ 0.042436,  0.      ,  0.      ,  0.      ,  0.      ,  0.      ,
        0.      ,  0.042436,  0.      ,  0.      ,  0.      ,  0.      ,
        0.      ,  0.      ,  0.042436,  0.      ,  0.      ,  0.      ,
        0.      ,  0.      ,  0.      , -1.      ,  0.      ,  0.      ,
        0.      ,  0.      ,  0.      ,  0.      ,  0.      ,  0.      ,
        0.      ,  0.      ,  0.      ,  0.      ,  0.      ,  0.      ])))"
/sensing/gnss/ublox/fix_velocity,1.61432E+18,"geometry_msgs.msg.TwistWithCovarianceStamped(header=std_msgs.msg.Header(stamp=builtin_interfaces.msg.Time(sec=1585897260, nanosec=33421), frame_id='gnss_link'), twist=geometry_msgs.msg.TwistWithCovariance(twist=geometry_msgs.msg.Twist(linear=geometry_msgs.msg.Vector3(x=0.01, y=-0.003, z=0.01), angular=geometry_msgs.msg.Vector3(x=0.0, y=0.0, z=0.0)), covariance=array([ 0.0529,  0.    ,  0.    ,  0.    ,  0.    ,  0.    ,  0.    ,
        0.0529,  0.    ,  0.    ,  0.    ,  0.    ,  0.    ,  0.    ,
        0.0529,  0.    ,  0.    ,  0.    ,  0.    ,  0.    ,  0.    ,
       -1.    ,  0.    ,  0.    ,  0.    ,  0.    ,  0.    ,  0.    ,
        0.    ,  0.    ,  0.    ,  0.    ,  0.    ,  0.    ,  0.    ,
        0.    ])))"
/sensing/gnss/ublox/fix_velocity,1.61432E+18,"geometry_msgs.msg.TwistWithCovarianceStamped(header=std_msgs.msg.Header(stamp=builtin_interfaces.msg.Time(sec=1585897261, nanosec=32811), frame_id='gnss_link'), twist=geometry_msgs.msg.TwistWithCovariance(twist=geometry_msgs.msg.Twist(linear=geometry_msgs.msg.Vector3(x=0.001, y=0.0, z=0.027), angular=geometry_msgs.msg.Vector3(x=0.0, y=0.0, z=0.0)), covariance=array([ 0.058081,  0.      ,  0.      ,  0.      ,  0.      ,  0.      ,
        0.      ,  0.058081,  0.      ,  0.      ,  0.      ,  0.      ,
        0.      ,  0.      ,  0.058081,  0.      ,  0.      ,  0.      ,
        0.      ,  0.      ,  0.      , -1.      ,  0.      ,  0.      ,
        0.      ,  0.      ,  0.      ,  0.      ,  0.      ,  0.      ,
        0.      ,  0.      ,  0.      ,  0.      ,  0.      ,  0.      ])))"
/sensing/gnss/ublox/fix_velocity,1.61432E+18,"geometry_msgs.msg.TwistWithCovarianceStamped(header=std_msgs.msg.Header(stamp=builtin_interfaces.msg.Time(sec=1585897262, nanosec=32201), frame_id='gnss_link'), twist=geometry_msgs.msg.TwistWithCovariance(twist=geometry_msgs.msg.Twist(linear=geometry_msgs.msg.Vector3(x=-0.001, y=0.006, z=0.043000000000000003), angular=geometry_msgs.msg.Vector3(x=0.0, y=0.0, z=0.0)), covariance=array([ 0.058564,  0.      ,  0.      ,  0.      ,  0.      ,  0.      ,
        0.      ,  0.058564,  0.      ,  0.      ,  0.      ,  0.      ,
        0.      ,  0.      ,  0.058564,  0.      ,  0.      ,  0.      ,
        0.      ,  0.      ,  0.      , -1.      ,  0.      ,  0.      ,
        0.      ,  0.      ,  0.      ,  0.      ,  0.      ,  0.      ,
        0.      ,  0.      ,  0.      ,  0.      ,  0.      ,  0.      ])))"
/sensing/gnss/ublox/fix_velocity,1.61432E+18,"geometry_msgs.msg.TwistWithCovarianceStamped(header=std_msgs.msg.Header(stamp=builtin_interfaces.msg.Time(sec=1585897263, nanosec=31591), frame_id='gnss_link'), twist=geometry_msgs.msg.TwistWithCovariance(twist=geometry_msgs.msg.Twist(linear=geometry_msgs.msg.Vector3(x=-0.004, y=-0.024, z=0.034), angular=geometry_msgs.msg.Vector3(x=0.0, y=0.0, z=0.0)), covariance=array([ 0.040401,  0.      ,  0.      ,  0.      ,  0.      ,  0.      ,
        0.      ,  0.040401,  0.      ,  0.      ,  0.      ,  0.      ,
        0.      ,  0.      ,  0.040401,  0.      ,  0.      ,  0.      ,
        0.      ,  0.      ,  0.      , -1.      ,  0.      ,  0.      ,
        0.      ,  0.      ,  0.      ,  0.      ,  0.      ,  0.      ,
        0.      ,  0.      ,  0.      ,  0.      ,  0.      ,  0.      ])))"
/sensing/gnss/ublox/fix_velocity,1.61432E+18,"geometry_msgs.msg.TwistWithCovarianceStamped(header=std_msgs.msg.Header(stamp=builtin_interfaces.msg.Time(sec=1585897264, nanosec=30981), frame_id='gnss_link'), twist=geometry_msgs.msg.TwistWithCovariance(twist=geometry_msgs.msg.Twist(linear=geometry_msgs.msg.Vector3(x=-0.001, y=-0.001, z=0.014), angular=geometry_msgs.msg.Vector3(x=0.0, y=0.0, z=0.0)), covariance=array([ 0.042025,  0.      ,  0.      ,  0.      ,  0.      ,  0.      ,
        0.      ,  0.042025,  0.      ,  0.      ,  0.      ,  0.      ,
        0.      ,  0.      ,  0.042025,  0.      ,  0.      ,  0.      ,
        0.      ,  0.      ,  0.      , -1.      ,  0.      ,  0.      ,
        0.      ,  0.      ,  0.      ,  0.      ,  0.      ,  0.      ,
        0.      ,  0.      ,  0.      ,  0.      ,  0.      ,  0.      ])))"
/sensing/gnss/ublox/fix_velocity,1.61432E+18,"geometry_msgs.msg.TwistWithCovarianceStamped(header=std_msgs.msg.Header(stamp=builtin_interfaces.msg.Time(sec=1585897265, nanosec=30371), frame_id='gnss_link'), twist=geometry_msgs.msg.TwistWithCovariance(twist=geometry_msgs.msg.Twist(linear=geometry_msgs.msg.Vector3(x=0.009000000000000001, y=0.013000000000000001, z=0.029), angular=geometry_msgs.msg.Vector3(x=0.0, y=0.0, z=0.0)), covariance=array([ 0.061504,  0.      ,  0.      ,  0.      ,  0.      ,  0.      ,
        0.      ,  0.061504,  0.      ,  0.      ,  0.      ,  0.      ,
        0.      ,  0.      ,  0.061504,  0.      ,  0.      ,  0.      ,
        0.      ,  0.      ,  0.      , -1.      ,  0.      ,  0.      ,
        0.      ,  0.      ,  0.      ,  0.      ,  0.      ,  0.      ,
        0.      ,  0.      ,  0.      ,  0.      ,  0.      ,  0.      ])))"
